codigo_linha;nome_linha;origem;destino;via;sentido;horario;dias_semana;segunda;terca;quarta;quinta;sexta;sabado;domingo;area;extensao_km;observacoes
168;ÁGUA BRANCA - ARAPIRACA;ÁGUA BRANCA;ARAPIRACA;;IDA (Origem -> Destino);07:55;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;185 km;
168;ÁGUA BRANCA - ARAPIRACA;ARAPIRACA;ÁGUA BRANCA;;VOLTA (Destino -> Origem);13:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;185 km;
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);06:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);06:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);07:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);07:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);08:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);13:10;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);13:50;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);14:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);15:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);16:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);ÁGUA BRANCA;DELMIRO GOUVEIA;LAGOA DAS PEDRAS;IDA (Origem -> Destino);17:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);07:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);08:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);13:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);14:10;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);14:50;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);16:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);17:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);17:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);18:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);18:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);19:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;ÁGUA BRANCA - DELMIRO GOUVEIA (VIA LAGOA DAS PEDRAS);DELMIRO GOUVEIA;ÁGUA BRANCA;LAGOA DAS PEDRAS;VOLTA (Destino -> Origem);19:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;"Seccionamentos: SISTEMA DE RODÍZIO; HORÁRIOS MODIFICADOS 07/11/2018;"
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);06:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);06:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);07:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);07:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);08:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);13:10;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);13:50;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);14:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);15:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);15:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);16:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);16:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;AGUA BRANCA;DELMIRO GOUVEIA;;IDA (Origem -> Destino);17:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);08:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);09:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);09:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);10:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);10:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);11:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);11:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);12:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);12:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);13:00;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
28;AGUA BRANCA - DELMIRO GOUVEIA;DELMIRO GOUVEIA;AGUA BRANCA;;VOLTA (Destino -> Origem);13:30;Diariamente (Seg a Dom);Sim;Sim;Sim;Sim;Sim;Sim;Sim;SERTÃO;064 km;
